householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t29,pctWWage,pctWSocSec,pctWPubAsst,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,MalePctNevMarr,TotalPctDiv,PctKidsBornNeverMar,PctImmigRec5,PctPersDenseHous,MedRentPctHousInc,PctSameCity85,PopDens,ViolentCrimesPerPop,nonViolPerPop
3.19,4.66,94.22,0.77,0.67,70.51,84.81,18.47,2.71,8725,8883,5981,4814,8074,2806,3491,40.99,21.37,7.7,74.52,4.27,1.18,19.5,2.12,35.1,33.09,2272.2,150.31,2898.86
2.53,8.43,90.66,0.28,1.05,25.83,75.69,33.16,6.53,12062,12299,9788,3956,25571,4637,9253,9.21,41.92,6.16,26.11,12.52,1.85,3.11,2.21,22.9,78.6,1238.5,177.04,4086.75
2.55,1.99,96.35,0.64,2.58,26.05,71.63,36.44,9.87,12236,12308,10462,13140,11297,9351,10596,10.88,33.88,6.47,30.13,11.38,4.19,5.19,1.44,29.2,82.66,4716,238.59,2059.4
2.81,2.3,94.57,2.54,1.67,23.56,91.02,16.19,2.2,22823,22920,23411,0,19835,15277,51449,1.43,11.63,2.31,25.3,7.43,0.51,6.04,0.45,23.6,85.34,762.4,108.52,1777.07
2.96,1.57,97.58,0.42,1.04,25.13,85.98,25.92,3.8,18029,18066,19470,0,15001,11148,28888,1.81,21.15,5.82,27.36,6.67,0.84,1.73,0.84,24,93.1,647.3,216.29,2718.1
2.43,1.68,96.72,1.23,1.06,24.43,76.35,32.49,4.53,16407,16551,11103,16572,13207,13291,10797,5.24,27.5,5.1,28.89,9.89,1.98,7.62,1.04,24.6,87.32,817.2,239.72,2903.31
2.78,0.39,97.37,0.45,0.75,22.69,80.91,26.04,4.77,22156,22424,11165,22000,17106,11491,14810,3.91,6.75,4.75,28.83,8,0.34,25.48,0.65,23.5,84.16,942.9,39.21,1243.63
3.34,7.17,90.34,1.12,4.49,26.62,87.77,20.66,3.74,16531,16993,8973,7664,34639,5005,8358,4.71,22.42,4.9,35.81,8.29,2.12,12.64,2,24.9,79.21,252.4,17.24,?
3.19,2.42,96.42,0.95,0.7,25.22,91.74,13.08,1.55,16080,16278,10216,10841,12906,10518,10733,2.33,9.08,2.41,22.12,6.5,0.2,7.88,0.77,23.9,82.2,1808.4,204.32,?
2.55,9.19,89.93,0.63,0.93,27.15,86.39,17.02,2.81,18931,19976,8513,14480,23986,2835,13529,5.81,9.74,1.97,28.39,10.41,1.68,6.08,1.4,22.1,67.71,1333.6,147.79,4129.36
2.46,2.26,94.83,1.96,2.01,28.41,83.23,22.25,4.03,18888,18622,14063,12669,36949,10662,11159,5.32,18.96,3.5,30.7,11,2.54,12.26,1.28,24.5,75.7,1624.6,204.28,2263.52
2.53,2.51,95.78,1.2,1.82,23.03,79.86,27.98,2.27,20518,20613,19763,0,17181,10250,12727,2.61,13.97,3.09,30.24,9.32,0.46,11.56,0.7,25.9,69.29,957.1,134.26,3269.63
2.84,0.97,97.11,1.29,2.48,24.14,84.3,24.84,2.8,20256,20258,23760,11863,19251,20027,16494,2.5,16.88,4.44,28.16,6.95,0.92,15.19,0.87,27.1,86.2,1118.7,43.35,1514.7
2.78,0.26,99,0.37,0.84,24.46,79.53,27.84,5.06,14566,14614,8314,15049,17577,7576,7450,4.85,25.57,5.7,25.95,9.02,1.25,3.4,1.22,27.4,86.75,503.9,125.06,2379.35
2.37,1.34,95.19,3.03,1.65,24.76,77.54,29.27,4.4,21449,21476,13865,25526,23386,17925,19522,4.63,11.49,4.47,37.58,7,0.71,20.43,1.07,24.8,84.29,8311,188.02,1346.39
2.81,12.53,82.32,4.35,1.57,51.27,83.86,17.61,2.55,16288,17797,8440,9828,11902,6910,9279,16.14,6.65,4.42,56.25,7.23,3.23,49.25,1.76,28.8,40.77,2260.6,672.46,5046.59
2.53,0.31,99.05,0.4,1.2,23.92,76.46,32.82,6.05,15255,15266,11949,14762,16449,13000,9115,7.16,30.69,5.21,27.47,9.43,1.34,10.42,1.22,26.7,79.49,1785.6,8.82,3167.46
2.43,0.7,92.75,5.04,5,22.84,83.06,19.54,2.94,33714,33986,17809,10551,34017,21726,27797,4.65,6.46,2.92,30.6,13.71,1.24,18.66,1.96,27.2,81.84,2544.4,268.94,3295.32
2.59,0.48,98.6,0.58,0.99,21.29,75.35,30.31,2.84,25576,25657,54000,0,10407,17969,16576,3.87,8.37,4.36,27.83,6.45,0.64,18,0.4,24.2,86.48,4320.7,96.85,3147.7
2.28,0.76,96.23,0.25,0.82,17.94,56.57,45.26,6.53,15020,15224,4251,3459,12650,9369,13456,5.57,12.19,8.97,21.85,8.05,0.64,14.4,0.91,32.1,82.06,471.5,358,2717.09
2.84,1.06,95.97,2.4,1.26,31.62,77.2,33.86,4.25,16342,16610,17796,0,4583,3765,7015,4.39,16.6,3.37,27.49,7.75,0.9,30.21,1.09,22.4,67.98,909.6,203.29,1469.48
2.89,0.8,96.5,2.46,0.69,21.48,80.01,27.51,2.48,29244,29628,22442,0,18617,10478,32406,2.25,5.98,3.51,23.99,4.64,0.05,20.43,0.21,29.9,85.85,1655,44.06,1982.88
4.31,0.61,96.62,1.76,1.03,63.35,80.78,22.84,6.11,10248,10308,4809,10920,9444,8132,9776,21.14,11.33,4.86,72.6,4.68,4.24,49.3,3.06,32.2,40.15,560.5,18.87,1283.26
2.83,0.48,96.12,3.05,0.99,25.84,88.23,20.61,3.59,21814,21929,21205,5478,20790,9730,11906,2.55,9.77,5.31,29.84,7.3,0.6,16.75,0.82,23.7,87.59,1379.8,369.33,2689.58
2.41,23.06,70.73,2.51,13.65,28.07,82.46,25.8,4.42,22036,25204,13370,18017,28552,10588,10887,7.27,21.61,5.03,43.72,13.02,6.08,46.3,5.27,24,71.81,5316.9,794.37,5615.18
2.77,0.68,98.52,0.4,1.33,23.91,89.45,16.85,2.83,19123,19193,15596,4411,16917,12085,11430,0.93,16.4,4.18,26.86,9.34,0.44,9.16,0.93,22.8,77.8,282.8,55.83,1507.54
2.9,2.7,93.65,3.09,1.46,24.36,83.88,23.22,3.59,24590,25094,20095,13906,16605,8414,17625,1.72,7.1,2.78,32.98,7.68,0.41,10.68,0.63,26.3,80.41,912.9,141.03,1039.19
2.77,0.52,98.11,0.97,0.9,23.43,84.91,20.23,5.43,15493,15574,23821,14118,6925,0,12979,9.32,19.52,3.76,30.43,9.95,2.19,24.78,1.46,26.9,71.93,193.6,375.6,1722.24
2.6,1.5,96.16,1.73,1.32,26.02,82.41,29.9,3.95,17593,17736,14705,0,13404,14995,14291,3.04,22.67,4.62,30.51,9.62,0.91,23.51,1.28,24.2,89.71,1320.8,137.42,2214.86
3.57,4.72,92.84,0.84,3.22,34.89,84.5,22.28,5,14088,14654,7676,4957,9887,4446,3468,4.74,17.09,6.22,42.94,9.66,1.62,8.55,1.6,28.2,72.03,746.1,159.32,1106.39
3.32,1.47,93.38,2.98,1.24,39.37,76.57,25.87,4.65,14325,14874,8807,5120,7757,2739,7112,6.95,14.46,5.25,45.37,6.7,1.57,38.65,1.76,27.9,63.66,416.4,93.7,1776.18
2.51,1.31,96.22,2.08,1.16,21.17,81.1,27.35,2.76,28286,28331,24242,25000,28481,31547,16666,2.61,11.13,3.47,26.96,8.53,0.58,11.77,0.4,24.9,80.42,709,67.86,4071.35
2.96,3.86,86.76,2.47,12.62,26.16,77.55,22.55,9.8,14643,15028,11771,12367,21074,8477,8431,10.67,19.86,7.89,23.14,11.14,2.19,10.05,5.65,29.1,60.4,661.8,673.62,5105.73
2.87,1.01,97.28,1.57,1.33,19.73,84.23,20.48,1.29,41249,41544,19130,0,34575,85294,28641,3.02,5.34,3.83,23.84,5.99,0.04,13.82,0.36,26,76.03,572.6,43.13,1336.95
2.93,6.1,77.69,1.95,40.36,30.55,84.25,27.14,4.39,15344,16268,13753,9695,11979,11527,10960,7.64,32.23,7.19,37.65,10.81,4.17,32.35,8.95,27.7,78.48,5435.5,253.89,3973.1
2.71,0.66,96.98,2.2,0.96,20.91,77.61,28.54,1.82,27935,28135,23621,8328,23645,5456,12809,3.29,5.58,4.35,28.01,5.74,0.41,15.92,0.43,24.7,78.96,2108.6,144.44,1648.7
2.5,5.31,94.3,0.33,0.51,27.06,78.16,26.2,6.92,12045,12112,10683,0,16225,10692,15303,10.92,31.37,4.01,24.07,12.22,1.1,17.54,1.18,23.1,80.68,1071.1,112.94,4743.62
2.74,1.55,96.9,1.21,0.86,22.59,82.59,25.48,3.72,24281,24445,17359,17800,19657,0,12783,2.72,12.49,3.46,27.48,7.58,0.36,14.15,0.57,25.4,80.65,261.3,43.71,1118.88
2.67,0.41,98,1.34,0.65,21.94,80.66,24.62,4.93,26163,26189,10685,50000,29726,0,13696,4.72,10.16,4.07,27.19,8.08,1.32,11.28,0.61,28.2,72.89,695.4,84.02,2377.75
2.57,8.28,90,0.67,2.58,25.35,76.77,34.54,6.21,14833,15414,8713,17224,11847,10173,8896,7.59,27.16,7.55,30.71,9.18,5.22,10.8,1.63,23.6,87.15,2945.6,346.99,2952.19
2.24,1,97.52,0.35,0.86,17.97,61.34,46.77,8.11,15436,15532,11939,3429,18571,6142,11071,10.56,11.64,8.65,22.4,9.96,2.39,5.15,0.95,28.7,81.55,649.2,292.52,4911.56
2.79,2.13,95.77,1.77,1.16,22,82.02,33.26,1.27,21335,21307,24326,43438,18012,17896,24756,2.45,17.51,3.69,27.43,6.43,0.28,4.58,0.56,25.1,93.93,1033.3,84.35,3303
2.69,0.25,99.26,0.32,1.12,24.14,75.43,32.46,5.95,16023,16037,0,15200,10051,0,19928,5.59,29.53,5.39,26.35,7.11,0.76,3.84,1,26.8,83.74,470.5,48.01,2489.71
2.61,0.51,97.97,0.57,0.89,24.33,72.4,30.79,10.04,12444,12440,6179,3828,38495,7903,10000,11.67,24.91,10.77,27.19,11.23,2.14,6.14,1.71,27.6,82.17,339.3,1064.63,2975.94
2.75,0.14,98.91,0.66,0.78,23.26,74.04,38.1,4.36,15030,14942,11920,0,28026,137000,14341,3.49,30.13,6.26,26.73,5.96,0.77,0.48,0.95,23.1,95.74,2100.6,96.73,2015.15
2.74,1.02,96.77,1.03,2.93,24.99,85.1,21.24,2.26,17698,17793,16409,12898,21009,10218,9590,3.33,14.15,4.84,27.27,9.91,1.32,21.05,1.22,28.7,73.72,756.9,68.39,1732.65
2.8,0.93,96.78,1.77,1.41,26.19,86.08,21.39,3.77,17930,17786,19915,7554,26721,7593,10703,3.81,17.56,6.35,28.98,9.48,0.93,8.65,1.42,24.8,75.94,1006,211.4,5796.21
2.81,0.16,99.05,0.66,0.53,22.52,78.59,31.85,2.98,16298,16347,0,11974,11834,0,8941,4.08,28.52,6.22,25.16,5.73,0.76,7.78,0.59,23.6,92.06,421.5,535.75,1995.2
3.14,0.19,98.46,1.18,0.52,21.75,86.11,17.51,0.5,25883,25864,21818,7000,28021,40800,24358,2.24,10.34,3.83,24.24,5.17,0.15,5.78,0.25,26.1,82.33,369.3,31.51,992.67
2.55,0.83,96.39,1.8,2.32,25.44,82.29,25.36,3.69,19202,19306,27745,2431,14503,2736,15339,5.57,13.74,5.92,32.8,9.12,1.22,14.91,1.36,24.3,85.97,1902.6,257.86,1537.58
2.62,1.7,94.42,2.97,1.97,25.45,84.53,22.44,2.42,20922,21114,21172,22425,17543,11960,14901,3.45,9.35,4.41,31.76,9.05,0.99,27.24,1.19,26,73.89,664.7,312.39,2159.59
2.55,0.8,98.04,0.78,1.31,25.03,80.07,27.07,3.76,18031,18053,21172,12000,18092,10113,14005,4.56,20.88,4.71,28.22,8.73,1.42,5.47,0.95,23.8,85.28,946.4,214.31,2468.03
2.7,0.24,98.94,0.4,1.52,23.98,79.46,29.11,4.75,17166,17164,12485,3600,31953,2512,12797,3.73,25.34,5.4,25.81,6.38,0.93,9.57,0.95,23.7,86.16,1046,624.31,2670.85
2.56,0.83,95.53,3.31,1.31,23.99,78.68,30.84,2.73,26793,27084,21474,20479,19987,16605,16178,3.64,8.35,3.87,34.75,6.36,0.31,25.5,0.69,24.4,81.87,5125.2,39.02,1342.18
2.72,1.37,97.22,1.16,1.33,27.46,84.04,25.51,3.98,17313,17507,7419,2740,14443,15487,6539,4.99,17.78,6.26,29.89,8.26,1.89,16.2,0.81,22.4,85.68,553.2,368.19,751.1
3.07,0.67,98.32,0.87,0.56,22.5,89.42,18.2,1.45,26103,25522,75165,0,43512,0,5093,1.67,6.77,4.2,29.11,5.85,0.93,7.72,0.61,25.7,84.59,700.5,27.66,1069.52
2.76,8.16,85.38,5.57,1.81,25.49,81.37,29.31,5.35,17163,17601,16333,3422,12113,14732,16484,4.88,15.28,6.41,32.04,7.48,1.41,14.11,2.09,28.1,78.26,2883.6,206.47,3229.34
2.54,0.37,98.93,0.43,0.65,21.6,80,25.67,5.49,20175,20327,3200,0,9748,729,6736,5.29,13.23,6.32,27.91,9.31,2.07,13.54,0.73,24.1,87.03,351.4,143.18,1988.55
2.95,4.6,92,2.11,2.73,30.61,81.97,22.31,4.27,15346,15558,13525,10763,13877,7961,9792,5.04,15,4.74,31.79,7.94,1.51,22.23,1.69,28.2,62.18,1447.3,786.89,2133.67
2.85,0.55,97.81,1.23,0.94,28.78,84.64,24.14,3.98,16508,16536,22951,4625,14879,10751,12438,3.26,22.94,8.24,30.15,8.14,0.81,12.78,1.31,22.8,92.01,1182,286.4,3764.7
2.84,0.24,98.43,1.06,0.68,24.31,82.4,25.76,2.65,21074,21175,10493,16849,17834,11197,9097,2.1,8.1,5.21,30.44,6.07,0.53,4.88,0.59,25.1,91.58,2191.9,106.98,1377.95
2.61,2.39,91.79,4.91,7.81,24.24,79.84,28.05,3.52,22884,22748,24492,7531,27291,14826,19240,5.18,26.13,3.87,36.01,8.82,1.59,23,2.24,25.1,79.47,2304.9,271.86,6964.85
2.74,0.51,98.18,1,1.07,24.23,82.9,25.65,3.25,18776,18818,19215,0,19818,5924,8525,4.59,13.21,5.29,30.53,8.33,0.8,14.08,0.54,26.4,89.33,1756.9,273.42,4886.34
2.6,0.99,97.62,0.9,1.04,27.13,81.21,28.21,5.32,18392,18523,11852,15220,11626,14792,15465,4.13,12.45,5.56,34.39,9.07,1.47,15.74,1.27,25.2,83.23,3067.4,441.72,2813.69
2.67,0.44,98.58,0.82,0.76,24.48,79.37,29.94,5.4,19009,18976,14491,60121,27053,16875,22771,4.16,13.31,6.39,31.81,7.2,0.53,2.12,0.69,24.9,90.24,3208.9,69.94,2121.46
2.9,0.46,98.78,0.46,1.9,29.94,78.01,32.1,5.92,14108,14053,31226,45084,17851,3635,9642,5.8,34.96,7.24,34.21,7.15,2.28,9.94,2.05,28,78.07,2065.2,116.1,1736.87
3.07,0.29,98.96,0.43,0.88,30.98,82.53,24.55,1.51,15039,15104,13201,4701,15375,12229,8381,3.14,18.3,5.66,32,7.14,0.76,4.06,1.37,25.6,79.03,382.5,155.67,2260.58
2.92,0.55,98.29,0.86,0.92,36.22,88.67,12.98,3.27,15208,15321,7417,17500,10550,3000,7964,4.44,10.21,3.76,38.69,9.7,2.52,31.3,1.19,23.7,75.14,384.7,26.17,?
2.48,0.73,96.91,0.65,2.25,25.76,73.49,33.3,8.02,14624,14847,8237,4835,2249,5362,6274,9.27,33.22,6.53,29.07,10.45,3.06,7.15,1.53,23.8,90.41,1251.6,349.65,3662.44
2.95,0.56,97.98,1.05,1.08,28.51,91.23,14.97,2.96,17678,17689,17833,27836,17248,10272,13422,2.89,14.96,6.71,27.48,8.33,1.31,17.36,1.57,26.1,72.21,666.9,91.21,2153.53
2.21,1.09,97.64,0.4,1.4,18.83,59.82,47.46,6.95,15042,15241,4386,9932,6874,6679,7391,9.5,14.01,7.93,24.4,9.84,1.81,17.73,1.09,33.4,79.49,842.7,445.41,4164.63
2.81,0.43,98.98,0.28,0.81,26.28,77.89,30.12,7.06,14159,14163,16163,9355,10507,42000,14186,5.86,26.99,7.65,28.71,8.68,1.79,3.94,1.26,26.6,89.18,750.7,674.75,1636.64
3.12,0.5,98.95,0.41,0.45,26.18,87.62,21.69,5.15,16531,16503,18717,44307,14902,11354,8268,4.11,12.83,7.29,28.45,7.51,0.68,5.97,1.2,26.4,86.77,642.6,303.91,2289.04
3.11,1.65,96.61,1.3,2.11,24.16,88.98,17.18,1.71,21441,21220,23150,59761,38986,9872,21273,2.09,10.87,4.25,26.74,5.53,0.3,2.37,0.59,29.1,87.45,624.4,99.13,1737.61
2.78,17.84,80.61,0.74,1.47,29.77,83.78,19.08,5.11,12556,13615,8097,9576,8062,10621,10655,9.83,16.7,4.22,24.87,10.78,2.84,13.11,3.04,24.8,56.5,1558.2,699.98,7323.23
2.78,10.13,88.55,0.67,1.51,28.19,89.91,15.93,3.76,13698,14062,10049,70001,15506,0,15885,4.04,21.56,3.64,22.61,11.15,1.6,18.32,2.02,18.8,75.52,2046.9,153.93,2285.85
2.83,0.33,98.5,0.96,0.79,20.91,80.14,27.79,2.83,24965,24946,13080,12700,35409,7300,15559,1.8,11.13,3.98,24.88,6.07,0.03,16.57,0.43,25.4,77.47,1817.1,82.38,1907.48
2.6,31.56,67.76,0.41,0.44,23.46,75.17,28.94,8.95,12277,14761,6867,28385,2139,23760,18500,13.39,35.31,4.44,27.11,11.24,10.64,0,2.9,24.7,85.43,1175.6,1264.79,5996.36
3.12,0.55,98.55,0.67,0.59,31.28,80.68,28.58,4.09,15448,15509,8562,0,10054,4521,7877,4.34,19.22,4.82,37.77,6.38,0.62,5.75,0.83,27.1,82.42,695.7,75.88,1365.91
2.05,16.71,78.47,3.7,1.72,53.03,93.23,7.46,2.95,12604,13305,9891,3972,11261,11014,9382,29.43,11.13,4.87,58.22,9.6,8.12,59.52,1.56,34.1,40.73,3156.6,585.46,6568.61
3.08,1.7,96.9,0.99,0.62,30.08,86.19,19.95,4.01,19016,19095,16222,31550,16314,17470,14693,4,9.74,4.71,33.62,6.73,1.09,15.14,0.84,24.8,72.07,672.2,138.91,2241.7
2.6,17.59,81.3,0.63,0.79,26.03,86.99,19.6,2.81,16348,17481,11113,17922,13218,17600,12130,4.63,15.17,2.87,25.52,10.59,1.02,6.19,1.2,24.5,77.25,1269.7,281.32,4638.88
2.94,0.75,94.89,3.91,1.08,23.66,88.78,16.25,3.27,22795,22806,45728,17120,20694,21818,24615,2.82,10.11,4.57,27.54,7.29,1.02,32.51,0.64,22,76.13,621.2,209.22,1335.8
2.76,0.35,99.08,0.31,0.57,25.62,81.05,29.39,6.44,16531,16591,26000,6260,0,0,0,5.87,23.43,6.65,28.82,7.42,1.42,18.3,1.46,24.2,83.56,340.2,645.16,1004.61
2.72,0.69,98.39,0.46,0.64,25.71,79.93,25.23,6.68,15423,15507,7119,13672,26716,4228,16295,6.25,20.07,8.27,30.05,10.59,2.63,8.37,1.67,24.6,88.25,1166.8,566.68,2172.27
2.62,24.9,70.94,2.83,2.45,26.55,78.91,22.4,8.4,13041,14103,10277,4242,12661,8958,11044,10.66,25.29,5.96,29.33,14.28,5.65,3.66,3.3,26.2,79.5,2389.5,1032.91,5267.82
2.96,9.65,77.61,8.59,9.59,30.13,96.55,7.29,1.71,19314,20980,14955,11320,12292,12961,14600,3.19,12.22,2.42,32.58,10.28,2.4,46.41,5.05,24.5,59.48,3684.7,127.65,3446.55
2.71,0.86,97.25,1.24,2.7,27.19,82.42,23.15,4.3,18327,18268,30545,48727,15923,4230,11526,3.61,22.95,5.46,30.7,7.89,1.28,11.04,1.37,26.5,88.96,1445.6,151.13,1354.53
2.95,1.27,96.77,1.68,1.76,21.68,79.88,32.37,2.19,25048,24835,49018,9832,15983,0,18296,1.98,16.25,4.41,25.84,4.67,0.66,9.41,0.4,22.8,89.05,1325.9,64.61,4335.25
3.05,10.93,87.31,1.43,0.66,26.38,95.86,7.46,2.38,14684,15344,10672,13025,7209,6300,8186,2.34,5.4,2.94,18.67,7.66,1.07,3.2,1.7,21.5,58.02,2775.6,179.32,2541.71
2.82,6.75,92.48,0.3,1.12,29.54,85.35,17.28,6.55,11864,12345,5524,10464,8165,8000,15218,10.96,29.64,5.03,24.94,13.51,3.73,0,2.73,23.9,67.76,716.2,292,3071.89
2.84,0.6,97.42,1.56,0.87,25.77,78.19,32.26,5.13,18624,18710,14764,6995,16484,11830,13342,4.1,12.43,6.7,33.26,6.81,1.16,7.63,1.02,26,89.3,2351.7,421.75,3534.64
2.64,0.93,95.98,2.43,2.01,21.94,82.28,23.53,2.05,26073,26394,21336,12285,18928,6846,15005,2.35,9.41,2.84,26.47,7.7,0.65,16.89,0.6,24.4,83.46,524.3,53.7,1908.07
2.98,0.79,98.28,0.68,0.98,25.95,88.78,15.65,4,17374,17407,16163,0,18983,13000,9671,3.98,12.3,5.47,27.19,8.09,0.97,18.2,0.95,25.4,84.31,432.1,210.18,1719.69
2.94,4.72,93.76,1.2,1.01,23.55,76.92,36.59,3.99,22444,22773,16773,35195,18457,12595,14304,3.04,7.96,4.52,34.99,4.85,0.85,9.9,0.48,26.8,81.09,1904.3,200.02,1377.51
2.62,1.9,95.3,2.06,1.97,24.69,88.9,18.71,4,21912,21819,26403,21736,29029,7922,14635,1.92,10.6,5.21,30.23,10.66,1.52,14.59,0.96,22.4,81.86,935.8,351.8,775.57
2.69,1.01,97.13,0.92,3.22,24.06,82.72,25.1,3.08,18231,18288,17440,21576,21177,10046,13417,3.1,19.84,4.45,26.9,8.94,0.97,19.01,1.36,24.9,90.67,1009.8,87.1,2893.5
2.95,0.8,97.85,0.62,1.25,29.26,81.77,27.88,4.72,15806,15915,7575,0,5067,13628,10430,4.1,21.5,5.55,32.14,8.13,1.08,35.2,1.39,23.9,90.75,421,310.85,1318.76
2.78,0.84,97.32,1.68,1.15,22.7,86.91,18.44,1.92,28347,28500,25004,20400,21423,11618,22494,1.5,5.48,2.63,25.33,6.52,0.46,10.47,0.44,25.6,82.25,627.4,9.07,1324.5
2.41,0.58,98.5,0.53,1.3,22.96,77.8,29.96,3.74,20808,20815,18001,10674,32406,5854,12280,4.49,19.73,5,27.57,9.64,0.9,10.22,0.8,24.1,83.99,422.1,47.5,2707.68
2.72,5.02,91.71,0.85,6.9,24.81,78.57,33.12,3.97,15131,15181,16411,7049,8915,12529,13878,3.55,19.76,4.15,25.79,8.03,1.26,2.79,1.8,26.4,88.93,848.2,426.57,4262.11
2.85,4,94.2,1.11,1.79,27,83.33,27.73,5.09,17313,17160,17533,9000,28003,24531,8328,4.78,17.46,5.81,32.66,8.04,1.25,9.52,1.68,24.7,82.69,1611.4,264.67,2472.72
2.7,0.27,97.48,1.53,2.03,18.7,77.8,24.2,2.3,62376,63220,120000,46833,30812,7765,28527,3.34,4.27,3.36,21.05,6.42,0.19,25.98,0.19,25.8,83.91,739.6,140.18,4247.56
2.78,0.97,96.14,2.65,0.86,22.26,82.91,26.04,2.47,30615,30896,12848,8040,32906,4629,10921,2.63,5.96,3.64,30.98,5.88,0.54,15.39,0.7,22.7,87.16,3239.4,52.35,1380.23
2.49,1.91,93.71,1.01,7.81,27.95,77.63,28.99,7.66,15328,15444,18162,33000,15608,10540,10337,7.48,21.36,5.35,32.95,11.27,3.35,28.3,2.26,23.2,82.02,2237.7,500.94,1989.26
2.44,3.72,95.24,0.49,0.79,27.21,77.73,28.62,4.89,12127,12316,9106,5537,3672,5927,3893,9.3,25.4,5.79,25.67,14.76,1.38,33.16,1.47,25.2,75.01,2254.8,225.01,7833.95
2.9,0.83,96.58,2.37,1.15,20.42,79.43,33.11,1.83,26860,27043,18096,0,20961,5400,18898,2.32,11.01,3.18,24.7,4.6,0.17,6.74,0.32,21,92.36,720.5,138.57,6497.31
2.95,1.04,97.73,0.76,0.93,27.92,87.37,19.82,5.68,15869,15926,16353,14185,12729,1711,10365,3.42,19,6.41,28.22,8.13,1.15,12.95,0.95,23.5,77.86,776.3,202.31,1461.85
4.14,12.22,82.41,2.65,5.46,39.12,93.9,7.68,1.65,17937,19483,10866,9689,10878,8403,7817,3.88,2.93,1.66,41.05,5.49,0.58,24.73,3.29,22.2,32.94,451.5,7.79,116.79
3.26,11.12,88.2,0.38,0.76,24.59,88.52,14.4,2.88,16529,17749,8105,1286,2486,0,5001,6.63,16.88,2.65,23.95,7.03,2.91,20.86,2.57,23,69.24,1121.5,80.61,2377.95
2.8,0.6,98.26,0.67,0.87,26.83,83.43,25.74,7.31,14337,14241,26816,3898,25276,7170,11740,4.51,25.45,6.67,26.81,9.33,1.15,19.13,1.34,24.8,91.34,456.3,442.24,1921.46
2.71,0.24,97.76,0.87,3.88,25.47,80.94,29.36,2.78,15948,16022,10833,0,17175,10816,10098,3.6,15.34,3.62,25.71,7.5,0.37,4.65,1.62,21.9,90.2,3362.1,319.99,4436.07
2.37,1.19,96.96,1.28,1.58,23.65,82.71,26.6,2.46,22642,22779,15054,17000,24642,14888,17726,3.52,14.02,4.11,29.38,10.85,0.37,12.63,1,25.9,86.54,1211.6,71.56,1703.16
2.3,0.14,97.11,1.04,3.44,16.28,52.12,49.82,11.51,12887,12967,1805,11771,9155,9931,7466,11.13,22.55,7.48,18.44,12.03,0.93,6.98,3.01,28.9,71.87,1315.7,252.63,2869.42
2.79,0.5,98.24,0.99,1.33,21.27,78.36,33.18,2.34,19974,20124,5526,13564,14160,0,21024,2.83,17.63,4.18,26.75,6.47,0.7,6.2,0.66,22.3,92.55,612.6,65.46,2475.6
2.65,0.21,98.5,0.7,0.57,28.64,86.89,17.92,2.45,17229,17341,14720,18417,3745,4299,21128,3.39,13.83,2.95,28.59,8.02,1.02,3.47,0.95,20.6,69.19,509.2,208.53,5596.66
2.06,5.46,93.29,0.83,0.71,26.23,75.62,32.38,2.8,16242,16627,10687,20667,8679,14283,11336,6.25,14.56,2.57,27.49,14.64,1.64,17.2,0.93,22.7,80.37,2658.8,186.04,6834.91
2.66,0.57,98.69,0.57,0.66,24.09,76.15,33.06,6,14281,14324,12851,13320,9830,984,5531,6.73,33.24,5.1,28.28,8.75,1.26,6.97,1.07,26.7,93.54,1082.6,91.31,3360.24
2.67,0.18,97.58,1.74,0.88,26.11,77.6,28.73,7.86,12053,12102,3629,17417,9258,9347,14994,10.4,27.39,7.09,25.02,11.25,2.37,10.35,1.95,28.5,82.03,413.2,33.66,3322.75
2.43,0.85,97.55,0.9,1.18,24.46,72.83,33.12,12.51,13693,13826,6434,15705,7805,4102,24412,11.93,19.67,5.91,31.93,13.48,2.99,27.71,1.07,27.8,83.39,829.1,1678.99,4102.43
2.64,3.85,92.82,1.75,9.98,26.77,87,19.32,2.99,16747,17319,7042,20457,12342,10262,13599,7.77,19.32,4.66,27.29,13.64,2.1,24.35,4.32,26.3,71.45,1411.1,536.18,6743.54
2.81,4.58,91.47,3.53,2.04,21.73,82.78,24.11,1.75,30748,31807,17543,41100,22637,11089,19636,1.79,8.81,2.99,26.78,5.66,0.53,24.52,0.64,24.3,81.13,4138.5,88.16,2170.08
2.8,4.11,84.71,9.27,4.78,23.72,86.77,17.14,1.57,23729,25363,17242,23261,13022,16098,15802,3.1,10.16,2.5,30.42,8.51,1.38,38.92,3.15,27.1,70.32,3285.8,94.07,2966.26
2.87,0.46,98.47,0.81,0.83,23.41,81.7,25.74,3.98,25726,25749,28082,14188,26938,17316,15831,2.64,5.83,5.9,30.22,6.27,0.5,5.41,0.27,26.1,82.53,851.4,37.95,2334.19
2.9,1.26,97.99,0.51,0.89,24.15,86.63,22.14,3.17,19408,19332,25248,13765,26565,0,16761,2.05,15.75,2.81,26.05,6.47,0.5,2.04,0.87,28.6,91.17,503.3,53.2,1968.23
